INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('mauropasztor@yahoo.com', 'mauropasztor', '+3625181255', 'Mauró', 'Pásztor', TO_DATE('1943-03-12', 'yyyy-mm-dd'), 'Hungary', '1021', 'Budapest II. kerület', 'Zecher János utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('ekesgulyas@outlook.com', 'ekesgulyas', '+36208893897', 'Ékes', 'Gulyás', TO_DATE('1980-04-17', 'yyyy-mm-dd'), 'Hungary', '1011', 'Budapest I. kerület', 'Meleghengermű átkötő utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('pandoraantal@msn.com', 'pandoraantal', '+36708179421', 'Pandóra', 'Antal', TO_DATE('1967-08-24', 'yyyy-mm-dd'), 'Hungary', '3300', 'Eger', 'Alsó liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('remenyracz@gmail.com', 'remenyracz', '+36205853652', 'Remény', 'Rácz', TO_DATE('1966-02-08', 'yyyy-mm-dd'), 'Hungary', '1171', 'Budapest XVII. kerület', 'Hegyekalja köz', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('nagyezsdadudas@msn.com', 'nagyezsdadudas', '+36702127302', 'Nagyezsda', 'Dudás', TO_DATE('1989-07-13', 'yyyy-mm-dd'), 'Hungary', '8200', 'Veszprém', 'Völgy tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('eltonsimon@live.com', 'eltonsimon', '+3615406688', 'Elton', 'Simon', TO_DATE('1977-07-27', 'yyyy-mm-dd'), 'Hungary', '8800', 'Nagykanizsa', 'Ezüstfenyő út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('apostolkerekes@msn.com', 'apostolkerekes', '+36304602730', 'Apostol', 'Kerekes', TO_DATE('1955-08-11', 'yyyy-mm-dd'), 'Hungary', '1221', 'Budapest XXII. kerület', 'Szent István liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('margitviragboros@outlook.com', 'margitviragboros', '+36206335273', 'Margitvirág', 'Boros', TO_DATE('1999-07-27', 'yyyy-mm-dd'), 'Hungary', '1011', 'Budapest I. kerület', 'Fenol út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('szergejlukacs@gmail.com', 'szergejlukacs', '+36209499323', 'Szergej', 'Lukács', TO_DATE('1978-06-23', 'yyyy-mm-dd'), 'Hungary', '1211', 'Budapest XXI. kerület', 'Csabagyöngye utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('abrambarta@outlook.com', 'abrambarta', '+36308538193', 'Ábrám', 'Barta', TO_DATE('1961-09-10', 'yyyy-mm-dd'), 'Hungary', '1101', 'Budapest X. kerület', 'Kőműves liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('galluszracz@msn.com', 'galluszracz', '+3625779282', 'Gallusz', 'Rácz', TO_DATE('1957-03-14', 'yyyy-mm-dd'), 'Hungary', '1121', 'Budapest XII. kerület', 'Bem liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('lilianbarta@live.com', 'lilianbarta', '+3625159803', 'Lilián', 'Barta', TO_DATE('1980-12-28', 'yyyy-mm-dd'), 'Hungary', '1171', 'Budapest XVII. kerület', 'Gáztelep utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('markfarago@msn.com', 'markfarago', '+3625321637', 'Márk', 'Faragó', TO_DATE('1940-11-17', 'yyyy-mm-dd'), 'Hungary', '1011', 'Budapest I. kerület', 'Gábor Dénes út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('odildudas@outlook.com', 'odildudas', '+36306797694', 'Odil', 'Dudás', TO_DATE('1990-05-03', 'yyyy-mm-dd'), 'Hungary', '8800', 'Nagykanizsa', 'Lokomotív utca', 0)
